사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2022031400100033,2022년 3월 14일 07시,월요일,전라북도 전주시 완산구 서노송동,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,66세,상해없음,이륜,남,71세,경상
2022031400100057,2022년 3월 14일 08시,월요일,전라북도 전주시 완산구 평화동2가,중상사고,0,1,0,0,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,여,22세,상해없음,자전거,여,59세,중상
2022031400100111,2022년 3월 14일 10시,월요일,전라북도 전주시 덕진구 금암동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,32세,상해없음,승용,여,49세,경상
2022031400100226,2022년 3월 14일 14시,월요일,전라북도 전주시 덕진구 진북동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,44세,상해없음,보행자,남,69세,중상
2022031400100395,2022년 3월 14일 20시,월요일,전라북도 전주시 덕진구 금암동,경상사고,0,0,2,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 기타,이륜,남,18세,상해없음,보행자,남,26세,경상
2022031500100081,2022년 3월 15일 08시,화요일,전라북도 전주시 덕진구 여의동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,53세,상해없음,보행자,여,23세,경상
2022031500100375,2022년 3월 15일 19시,화요일,전라북도 전주시 완산구 중화산동2가,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,70세,상해없음,이륜,남,40세,중상
2022031600100053,2022년 3월 16일 07시,수요일,전라북도 전주시 덕진구 여의동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,60세,상해없음,승용,여,48세,경상
2022031600100107,2022년 3월 16일 09시,수요일,전라북도 전주시 덕진구 송천동2가,중상사고,0,1,0,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,76세,상해없음,화물,남,28세,중상
2022031600100319,2022년 3월 16일 17시,수요일,전라북도 전주시 덕진구 팔복동2가,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,54세,상해없음,승용,남,25세,경상
2022031700100261,2022년 3월 17일 17시,목요일,전라북도 전주시 완산구 서신동,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,포장 - 젖음/습기,비,교차로 - 교차로안,승용,여,52세,상해없음,승용,남,35세,경상
2022031700100423,2022년 3월 17일 21시,목요일,전라북도 전주시 덕진구 팔복동3가,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 젖음/습기,비,교차로 - 교차로안,승용,여,49세,상해없음,승용,남,26세,경상
2022031700100473,2022년 3월 17일 23시,목요일,전라북도 전주시 덕진구 화전동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,31세,상해없음,화물,남,32세,경상
2022031700100474,2022년 3월 17일 23시,목요일,전라북도 전주시 덕진구 인후동1가,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로안,승용,여,22세,상해없음,이륜,남,24세,중상
2022031800100058,2022년 3월 18일 08시,금요일,전라북도 전주시 완산구 상림동,경상사고,0,0,2,0,차대차 - 정면충돌,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로안,승용,남,75세,경상,화물,남,45세,경상
2022031800100091,2022년 3월 18일 10시,금요일,전라북도 전주시 완산구 효자동2가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,흐림,단일로 - 기타,승용,남,72세,기타불명,승용,여,61세,경상
2022031800100124,2022년 3월 18일 12시,금요일,전라북도 전주시 완산구 서신동,경상사고,0,0,2,0,차대차 - 기타,중앙선침범,포장 - 젖음/습기,흐림,단일로 - 기타,자전거,남,61세,경상,승용,여,62세,경상
2022031800100153,2022년 3월 18일 13시,금요일,전라북도 전주시 완산구 평화동2가,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,60세,상해없음,이륜,남,50세,중상
2022031800100174,2022년 3월 18일 14시,금요일,전라북도 전주시 완산구 평화동1가,경상사고,0,0,3,0,차대차 - 후진중충돌,안전운전불이행,포장 - 건조,흐림,단일로 - 기타,승용,여,29세,경상,승용,남,59세,경상
2022031800100219,2022년 3월 18일 16시,금요일,전라북도 전주시 덕진구 우아동3가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,25세,상해없음,승용,남,64세,경상
2022031800100245,2022년 3월 18일 17시,금요일,전라북도 전주시 덕진구 금암동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,여,48세,상해없음,이륜,남,40세,경상
2022031800100272,2022년 3월 18일 18시,금요일,전라북도 전주시 완산구 용복동,경상사고,0,0,2,0,차대차 - 측면충돌,중앙선침범,포장 - 젖음/습기,비,단일로 - 기타,화물,남,47세,상해없음,승용,여,46세,경상
2022031900100005,2022년 3월 19일 00시,토요일,전라북도 전주시 덕진구 금암동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로부근,승용,여,52세,상해없음,승용,여,30세,경상
2022031900100211,2022년 3월 19일 14시,토요일,전라북도 전주시 덕진구 팔복동2가,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,화물,남,58세,상해없음,승용,남,28세,경상
2022031900100360,2022년 3월 19일 20시,토요일,전라북도 전주시 덕진구 팔복동2가,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,45세,상해없음,승용,남,30세,경상
2022031900100385,2022년 3월 19일 21시,토요일,전라북도 전주시 완산구 삼천동1가,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,53세,경상,승용,남,37세,상해없음
2022032000100257,2022년 3월 20일 20시,일요일,전라북도 전주시 덕진구 인후동1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,40세,상해없음,승용,남,34세,경상
2022032100100148,2022년 3월 21일 11시,월요일,전라북도 전주시 완산구 전동,중상사고,0,1,0,0,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승합,남,47세,상해없음,보행자,여,80세,중상
2022032100100244,2022년 3월 21일 15시,월요일,전라북도 전주시 덕진구 인후동1가,중상사고,0,1,1,0,차대차 - 정면충돌,중앙선침범,포장 - 건조,맑음,교차로 - 교차로안,승용,남,63세,중상,화물,남,53세,경상
2022032100100306,2022년 3월 21일 17시,월요일,전라북도 전주시 덕진구 인후동1가,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,63세,상해없음,원동기,남,28세,경상
2022032100100356,2022년 3월 21일 19시,월요일,전라북도 전주시 덕진구 송천동2가,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,30세,상해없음,이륜,남,26세,경상
2022032100100430,2022년 3월 21일 23시,월요일,전라북도 전주시 완산구 서신동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,48세,상해없음,승용,남,57세,경상
2022032200100124,2022년 3월 22일 11시,화요일,전라북도 전주시 완산구 삼천동1가,경상사고,0,0,2,0,차대차 - 정면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,남,62세,상해없음,승용,남,57세,경상
2022032200100197,2022년 3월 22일 14시,화요일,전라북도 전주시 완산구 중화산동2가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,이륜,여,54세,상해없음,승용,남,55세,경상
2022032200100198,2022년 3월 22일 14시,화요일,전라북도 전주시 완산구 효자동2가,경상사고,0,0,2,0,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,남,57세,상해없음,승용,남,47세,경상
2022032200100262,2022년 3월 22일 16시,화요일,전라북도 전주시 완산구 중노송동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,61세,상해없음,자전거,남,72세,중상
2022032200100297,2022년 3월 22일 17시,화요일,전라북도 전주시 완산구 삼천동1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,69세,상해없음,승용,남,59세,경상
2022032200100390,2022년 3월 22일 20시,화요일,전라북도 전주시 덕진구 우아동3가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,62세,상해없음,승용,남,69세,상해없음
2022032200100430,2022년 3월 22일 22시,화요일,전라북도 전주시 완산구 효자동3가,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,이륜,남,34세,상해없음,보행자,남,55세,경상
2022032300100090,2022년 3월 23일 09시,수요일,전라북도 전주시 완산구 삼천동1가,경상사고,0,0,2,0,차대차 - 정면충돌,기타,포장 - 건조,맑음,교차로 - 교차로안,승용,여,54세,경상,승합,남,68세,경상
2022032300100412,2022년 3월 23일 21시,수요일,전라북도 전주시 완산구 중노송동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,56세,기타불명,승용,여,52세,경상
2022032300100413,2022년 3월 23일 21시,수요일,전라북도 전주시 완산구 서신동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,32세,상해없음,보행자,남,34세,경상
2022032300100444,2022년 3월 23일 23시,수요일,전라북도 전주시 완산구 효자동3가,경상사고,0,0,5,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,22세,상해없음,승용,남,67세,경상
2022032400100005,2022년 3월 24일 00시,목요일,전라북도 전주시 덕진구 인후동1가,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,55세,상해없음,승용,남,40세,중상
2022032400100014,2022년 3월 24일 02시,목요일,전라북도 전주시 덕진구 덕진동2가,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,60세,상해없음,승용,남,62세,경상
2022032400100135,2022년 3월 24일 11시,목요일,전라북도 전주시 덕진구 만성동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,30세,상해없음,승용,여,58세,경상
2022032400100189,2022년 3월 24일 13시,목요일,전라북도 전주시 완산구 전동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승합,남,60세,상해없음,보행자,여,80세,사망
2022032400100350,2022년 3월 24일 18시,목요일,전라북도 전주시 덕진구 송천동1가,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,27세,상해없음,승용,남,55세,경상
2022032400100392,2022년 3월 24일 19시,목요일,전라북도 전주시 완산구 경원동3가,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,59세,상해없음,,,,
2022032400100438,2022년 3월 24일 21시,목요일,전라북도 전주시 완산구 삼천동1가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,42세,상해없음,승합,남,62세,경상
2022032500100120,2022년 3월 25일 10시,금요일,전라북도 전주시 덕진구 만성동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,46세,상해없음,,,,
2022032500100230,2022년 3월 25일 14시,금요일,전라북도 전주시 덕진구 반월동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,포장 - 건조,맑음,단일로 - 기타,승용,여,62세,상해없음,보행자,남,62세,경상
2022032500100353,2022년 3월 25일 18시,금요일,전라북도 전주시 덕진구 여의동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,57세,상해없음,승합,남,48세,경상
2022032500100412,2022년 3월 25일 19시,금요일,전라북도 전주시 완산구 평화동1가,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로부근,승용,남,41세,상해없음,보행자,남,60세,중상
2022032500100413,2022년 3월 25일 19시,금요일,전라북도 전주시 덕진구 덕진동1가,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 젖음/습기,비,교차로 - 교차로안,승용,여,54세,상해없음,승용,여,55세,경상
2022032500100554,2022년 3월 25일 22시,금요일,전라북도 전주시 완산구 효자동1가,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 젖음/습기,비,단일로 - 기타,승용,남,40세,상해없음,보행자,남,17세,경상
2022032500100555,2022년 3월 25일 22시,금요일,전라북도 전주시 덕진구 고랑동,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,33세,상해없음,보행자,남,56세,사망
2022032500100614,2022년 3월 25일 23시,금요일,전라북도 전주시 완산구 평화동2가,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로부근,승용,남,33세,상해없음,보행자,남,48세,중상
2022032600100054,2022년 3월 26일 04시,토요일,전라북도 전주시 덕진구 팔복동2가,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,포장 - 젖음/습기,비,교차로 - 교차로횡단보도내,승용,남,28세,상해없음,자전거,여,60세,중상
2022032600100076,2022년 3월 26일 07시,토요일,전라북도 전주시 덕진구 송천동2가,경상사고,0,0,5,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,29세,상해없음,승용,남,49세,경상
2022032600100165,2022년 3월 26일 12시,토요일,전라북도 전주시 완산구 중화산동1가,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 젖음/습기,흐림,교차로 - 교차로부근,승용,남,26세,상해없음,보행자,여,25세,중상
2022032600100278,2022년 3월 26일 16시,토요일,전라북도 전주시 덕진구 중동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,여,43세,상해없음,승용,남,42세,경상
2022032600100455,2022년 3월 26일 23시,토요일,전라북도 전주시 완산구 고사동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,26세,상해없음,승용,남,23세,경상
2022032700100006,2022년 3월 27일 00시,일요일,전라북도 전주시 완산구 중화산동2가,경상사고,0,0,4,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로안,승용,남,26세,경상,승용,남,30세,경상
2022032700100266,2022년 3월 27일 18시,일요일,전라북도 전주시 완산구 중앙동4가,경상사고,0,0,3,0,차대차 - 기타,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,남,60세,기타불명,승용,여,30세,경상
2022032700100267,2022년 3월 27일 18시,일요일,전라북도 전주시 덕진구 덕진동1가,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,21세,상해없음,보행자,남,29세,경상
2022032700100339,2022년 3월 27일 21시,일요일,전라북도 전주시 완산구 평화동2가,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,42세,상해없음,이륜,남,20세,경상
2022032800100004,2022년 3월 28일 00시,월요일,전라북도 전주시 덕진구 인후동2가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,25세,상해없음,승용,남,26세,경상
2022032800100019,2022년 3월 28일 05시,월요일,전라북도 전주시 완산구 효자동2가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,48세,기타불명,화물,남,54세,경상
2022032800100163,2022년 3월 28일 11시,월요일,전라북도 전주시 완산구 효자동1가,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,화물,남,70세,상해없음,보행자,남,86세,중상
2022032800100164,2022년 3월 28일 11시,월요일,전라북도 전주시 완산구 삼천동1가,중상사고,0,1,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,75세,상해없음,승용,남,70세,중상
2022032800100202,2022년 3월 28일 12시,월요일,전라북도 전주시 완산구 중화산동1가,경상사고,0,0,1,0,차대차 - 기타,불법유턴,포장 - 건조,맑음,단일로 - 기타,승용,여,44세,상해없음,승용,여,28세,경상
2022032800100225,2022년 3월 28일 13시,월요일,전라북도 전주시 덕진구 팔복동3가,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,69세,상해없음,승용,남,36세,경상
2022032900100060,2022년 3월 29일 08시,화요일,전라북도 전주시 완산구 중화산동2가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,53세,상해없음,승용,여,52세,경상
2022032900100511,2022년 3월 29일 23시,화요일,전라북도 전주시 완산구 효자동3가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,23세,상해없음,승용,남,32세,경상
2022033000100120,2022년 3월 30일 10시,수요일,전라북도 전주시 덕진구 송천동1가,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,승용,남,54세,경상
2022033000100149,2022년 3월 30일 11시,수요일,전라북도 전주시 덕진구 금암동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,여,54세,상해없음,승용,남,24세,경상
2022033100100138,2022년 3월 31일 11시,목요일,전라북도 전주시 완산구 평화동1가,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,75세,상해없음,이륜,남,76세,경상
2022033100100190,2022년 3월 31일 13시,목요일,전라북도 전주시 완산구 효자동1가,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,화물,남,57세,상해없음,보행자,남,50세,경상
2022033100100355,2022년 3월 31일 18시,목요일,전라북도 전주시 완산구 중화산동2가,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,30세,상해없음,승용,여,46세,경상
2022040100100012,2022년 4월 1일 01시,금요일,전라북도 전주시 덕진구 진북동,중상사고,0,1,0,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,17세,상해없음,,,,
2022040100100016,2022년 4월 1일 02시,금요일,전라북도 전주시 완산구 삼천동1가,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,71세,상해없음,승용,남,69세,경상
2022040100100128,2022년 4월 1일 10시,금요일,전라북도 전주시 덕진구 인후동2가,중상사고,0,1,0,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,50세,상해없음,이륜,남,71세,중상
2022040100100234,2022년 4월 1일 14시,금요일,전라북도 전주시 덕진구 금암동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,63세,상해없음,보행자,남,24세,중상
2022040100100417,2022년 4월 1일 19시,금요일,전라북도 전주시 완산구 서신동,중상사고,0,1,0,0,차대차 - 정면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,여,45세,상해없음,이륜,여,24세,중상
2022040100100418,2022년 4월 1일 19시,금요일,전라북도 전주시 완산구 서신동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,이륜,남,31세,상해없음,보행자,여,24세,경상
2022040100100458,2022년 4월 1일 20시,금요일,전라북도 전주시 완산구 평화동2가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,43세,상해없음,승용,여,62세,경상
2022040200100053,2022년 4월 2일 07시,토요일,전라북도 전주시 덕진구 산정동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,45세,상해없음,승용,여,33세,경상
2022040200100090,2022년 4월 2일 09시,토요일,전라북도 전주시 완산구 서신동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,58세,상해없음,보행자,여,67세,경상
2022040200100119,2022년 4월 2일 10시,토요일,전라북도 전주시 완산구 중앙동4가,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,38세,상해없음,자전거,남,70세,중상
2022040200100120,2022년 4월 2일 10시,토요일,전라북도 전주시 덕진구 인후동1가,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,51세,상해없음,이륜,남,43세,경상
2022040200100231,2022년 4월 2일 13시,토요일,전라북도 전주시 덕진구 송천동2가,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,48세,상해없음,보행자,여,11세,경상
2022040200100264,2022년 4월 2일 14시,토요일,전라북도 전주시 덕진구 덕진동1가,경상사고,0,0,4,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,이륜,남,27세,상해없음,승용,남,27세,경상
2022040200100300,2022년 4월 2일 15시,토요일,전라북도 전주시 덕진구 우아동3가,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,22세,상해없음,승용,남,67세,경상
2022040200100423,2022년 4월 2일 18시,토요일,전라북도 전주시 완산구 효자동1가,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,포장 - 건조,맑음,단일로 - 기타,이륜,남,27세,상해없음,보행자,남,56세,중상
2022040200100519,2022년 4월 2일 22시,토요일,전라북도 전주시 완산구 효자동2가,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,28세,기타불명,승용,여,55세,경상
2022040300100040,2022년 4월 3일 07시,일요일,전라북도 전주시 완산구 효자동3가,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,28세,상해없음,승용,여,61세,경상
2022040300100053,2022년 4월 3일 09시,일요일,전라북도 전주시 완산구 다가동2가,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,68세,상해없음,승합,남,57세,경상
2022040300100207,2022년 4월 3일 15시,일요일,전라북도 전주시 완산구 삼천동1가,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,여,52세,경상,승합,남,50세,상해없음
2022040300100209,2022년 4월 3일 15시,일요일,전라북도 전주시 덕진구 용정동,경상사고,0,0,11,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,65세,상해없음,승용,남,21세,경상
2022040300100249,2022년 4월 3일 16시,일요일,전라북도 전주시 완산구 효자동1가,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,포장 - 건조,맑음,주차장 - 주차장,승용,남,79세,상해없음,승용,남,25세,경상
2022040300100311,2022년 4월 3일 18시,일요일,전라북도 전주시 덕진구 화전동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 교량,승용,남,75세,상해없음,승용,남,42세,경상
2022040300100382,2022년 4월 3일 21시,일요일,전라북도 전주시 덕진구 우아동1가,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,30세,상해없음,승용,남,51세,경상
2022040400100518,2022년 4월 4일 22시,월요일,전라북도 전주시 완산구 효자동2가,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,30세,경상,승용,남,41세,경상
2022040500100256,2022년 4월 5일 13시,화요일,전라북도 전주시 완산구 중화산동2가,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,기타 - 기타,승용,여,55세,상해없음,보행자,여,64세,경상
2022040500100420,2022년 4월 5일 18시,화요일,전라북도 전주시 덕진구 덕진동2가,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,78세,상해없음,보행자,여,41세,중상
2022040600100056,2022년 4월 6일 07시,수요일,전라북도 전주시 덕진구 덕진동1가,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,82세,상해없음,승용,남,69세,경상
2022040600100111,2022년 4월 6일 09시,수요일,전라북도 전주시 완산구 서완산동1가,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,45세,경상,승용,여,32세,경상
2022040600100476,2022년 4월 6일 20시,수요일,전라북도 전주시 덕진구 여의동2가,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승합,남,55세,상해없음,보행자,여,67세,경상
2022040700100016,2022년 4월 7일 00시,목요일,전라북도 전주시 덕진구 송천동2가,중상사고,0,2,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,58세,상해없음,승용,남,61세,중상
2022040700100043,2022년 4월 7일 06시,목요일,전라북도 전주시 완산구 남노송동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로안,승용,남,28세,상해없음,승용,남,62세,경상
2022040700100052,2022년 4월 7일 07시,목요일,전라북도 전주시 덕진구 호성동2가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,흐림,교차로 - 교차로부근,승용,남,69세,상해없음,승용,남,35세,경상
2022040700100119,2022년 4월 7일 09시,목요일,전라북도 전주시 덕진구 호성동2가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,63세,상해없음,승용,남,37세,경상
