사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2022010100100007,2022년 1월 1일 00시,토요일,전라북도 전주시 덕진구 고랑동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,40세,상해없음,승용,여,60세,중상
2022010100100159,2022년 1월 1일 14시,토요일,전라북도 전주시 덕진구 덕진동1가,사망사고,1,0,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,원동기,남,24세,사망,승용,여,38세,상해없음
2022010100100181,2022년 1월 1일 15시,토요일,전라북도 전주시 완산구 효자동3가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,64세,상해없음,승용,남,31세,경상
2022010100100182,2022년 1월 1일 15시,토요일,전라북도 전주시 완산구 효자동1가,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,24세,상해없음,승합,남,54세,상해없음
2022010100100365,2022년 1월 1일 21시,토요일,전라북도 전주시 완산구 동서학동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,57세,상해없음,승용,남,51세,경상
2022010200100109,2022년 1월 2일 13시,일요일,전라북도 전주시 덕진구 팔복동3가,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,58세,상해없음,승용,남,37세,경상
2022010200100110,2022년 1월 2일 13시,일요일,전라북도 전주시 덕진구 인후동1가,경상사고,0,0,2,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,81세,상해없음,승용,여,62세,경상
2022010200100141,2022년 1월 2일 14시,일요일,전라북도 전주시 덕진구 덕진동2가,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승합,남,47세,상해없음,승용,여,54세,경상
2022010200100335,2022년 1월 2일 20시,일요일,전라북도 전주시 완산구 효자동3가,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,기타불명,기타불명,미분류,기타불명,승용,남,46세,경상
2022010300100140,2022년 1월 3일 09시,월요일,전라북도 전주시 덕진구 호성동1가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,23세,상해없음,승용,남,52세,경상
2022010300100197,2022년 1월 3일 11시,월요일,전라북도 전주시 완산구 효자동2가,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,23세,상해없음,보행자,여,65세,중상
2022010300100265,2022년 1월 3일 13시,월요일,전라북도 전주시 완산구 서신동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,51세,상해없음,승용,남,36세,경상
2022010300100307,2022년 1월 3일 14시,월요일,전라북도 전주시 덕진구 진북동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,남,42세,상해없음,보행자,여,50세,경상
2022010300100476,2022년 1월 3일 18시,월요일,전라북도 전주시 완산구 평화동1가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,흐림,교차로 - 교차로부근,승용,남,62세,상해없음,승용,여,42세,경상
2022010300100477,2022년 1월 3일 18시,월요일,전라북도 전주시 덕진구 인후동1가,경상사고,0,0,4,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,47세,상해없음,승용,남,65세,경상
2022010300100649,2022년 1월 3일 23시,월요일,전라북도 전주시 덕진구 우아동3가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,41세,상해없음,승용,여,61세,경상
2022010400100013,2022년 1월 4일 05시,화요일,전라북도 전주시 완산구 평화동2가,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 적설,눈,단일로 - 기타,승용,남,48세,상해없음,보행자,여,53세,중상
2022010400100046,2022년 1월 4일 07시,화요일,전라북도 전주시 덕진구 용정동,경상사고,0,0,1,0,차대차 - 기타,차로위반,포장 - 건조,맑음,단일로 - 기타,화물,남,56세,상해없음,화물,남,38세,경상
2022010400100370,2022년 1월 4일 17시,화요일,전라북도 전주시 덕진구 인후동2가,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,54세,상해없음,자전거,남,63세,경상
2022010400100405,2022년 1월 4일 18시,화요일,전라북도 전주시 덕진구 장동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,34세,상해없음,승용,여,34세,경상
2022010400100506,2022년 1월 4일 21시,화요일,전라북도 전주시 덕진구 덕진동1가,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,32세,상해없음,승용,남,29세,경상
2022010500100018,2022년 1월 5일 05시,수요일,전라북도 전주시 덕진구 우아동3가,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,60세,상해없음,보행자,여,19세,중상
2022010500100183,2022년 1월 5일 13시,수요일,전라북도 전주시 완산구 색장동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,51세,상해없음,특수,남,56세,경상
2022010500100205,2022년 1월 5일 14시,수요일,전라북도 전주시 완산구 삼천동1가,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,주차장 - 주차장,승용,남,50세,상해없음,보행자,남,43세,중상
2022010500100325,2022년 1월 5일 18시,수요일,전라북도 전주시 완산구 효자동2가,중상사고,0,1,3,0,차대차 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,37세,상해없음,화물,남,50세,중상
2022010600100265,2022년 1월 6일 14시,목요일,전라북도 전주시 덕진구 팔복동3가,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,59세,상해없음,이륜,남,32세,경상
2022010600100339,2022년 1월 6일 16시,목요일,전라북도 전주시 완산구 중화산동2가,중상사고,0,2,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,60세,상해없음,승용,남,53세,중상
2022010600100514,2022년 1월 6일 21시,목요일,전라북도 전주시 덕진구 호성동1가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,57세,상해없음,승합,남,54세,경상
2022010700100006,2022년 1월 7일 00시,금요일,전라북도 전주시 완산구 효자동2가,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,38세,상해없음,승용,남,61세,경상
2022010700100160,2022년 1월 7일 11시,금요일,전라북도 전주시 덕진구 인후동1가,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,73세,상해없음,보행자,남,76세,중상
2022010700100277,2022년 1월 7일 14시,금요일,전라북도 전주시 완산구 삼천동1가,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,57세,상해없음,보행자,여,31세,경상
2022010700100311,2022년 1월 7일 15시,금요일,전라북도 전주시 덕진구 인후동2가,경상사고,0,0,2,0,차대차 - 후진중충돌,불법유턴,포장 - 건조,맑음,단일로 - 기타,화물,여,59세,상해없음,승용,남,35세,경상
2022010700100428,2022년 1월 7일 18시,금요일,전라북도 전주시 덕진구 금암동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,43세,상해없음,자전거,남,32세,중상
2022010700100429,2022년 1월 7일 18시,금요일,전라북도 전주시 덕진구 반월동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,84세,상해없음,승용,여,40세,경상
2022010700100538,2022년 1월 7일 20시,금요일,전라북도 전주시 덕진구 우아동2가,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,중앙선침범,포장 - 건조,맑음,단일로 - 기타,화물,남,49세,상해없음,보행자,남,56세,중상
2022010700100580,2022년 1월 7일 21시,금요일,전라북도 전주시 덕진구 덕진동1가,경상사고,0,0,2,0,차대차 - 후진중충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,남,18세,상해없음,승용,남,41세,경상
2022010800100094,2022년 1월 8일 09시,토요일,전라북도 전주시 덕진구 인후동1가,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,70세,상해없음,보행자,여,73세,중상
2022010800100114,2022년 1월 8일 10시,토요일,전라북도 전주시 완산구 삼천동1가,경상사고,0,0,4,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,65세,상해없음,승용,남,73세,경상
2022010800100115,2022년 1월 8일 10시,토요일,전라북도 전주시 덕진구 송천동2가,경상사고,0,0,2,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,43세,상해없음,보행자,여,41세,경상
2022010800100168,2022년 1월 8일 12시,토요일,전라북도 전주시 완산구 중화산동2가,경상사고,0,0,3,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,52세,경상,승용,남,66세,경상
2022010800100550,2022년 1월 8일 23시,토요일,전라북도 전주시 완산구 서신동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,24세,상해없음,승용,남,23세,경상
2022010800100551,2022년 1월 8일 23시,토요일,전라북도 전주시 덕진구 인후동1가,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,원동기,남,19세,상해없음,승용,남,59세,경상
2022010900100022,2022년 1월 9일 03시,일요일,전라북도 전주시 덕진구 도도동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,19세,상해없음,승용,남,54세,중상
2022010900100129,2022년 1월 9일 14시,일요일,전라북도 전주시 완산구 서신동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,이륜,남,20세,상해없음,승용,남,33세,경상
2022010900100148,2022년 1월 9일 15시,일요일,전라북도 전주시 덕진구 덕진동1가,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,여,32세,상해없음,자전거,남,72세,경상
2022010900100194,2022년 1월 9일 17시,일요일,전라북도 전주시 완산구 서신동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,55세,상해없음,보행자,여,61세,중상
2022011000100346,2022년 1월 10일 16시,월요일,전라북도 전주시 덕진구 송천동1가,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,52세,상해없음,승용,남,67세,경상
2022011000100454,2022년 1월 10일 19시,월요일,전라북도 전주시 덕진구 인후동1가,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,65세,상해없음,보행자,여,14세,경상
2022011000100539,2022년 1월 10일 22시,월요일,전라북도 전주시 완산구 평화동1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,24세,상해없음,승용,여,28세,경상
2022011100100315,2022년 1월 11일 15시,화요일,전라북도 전주시 덕진구 장동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,43세,상해없음,보행자,여,11세,중상
2022011100100337,2022년 1월 11일 16시,화요일,전라북도 전주시 완산구 효자동2가,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,64세,상해없음,승용,남,52세,경상
2022011100100373,2022년 1월 11일 17시,화요일,전라북도 전주시 완산구 중화산동2가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,68세,상해없음,승용,남,61세,경상
2022011100100410,2022년 1월 11일 18시,화요일,전라북도 전주시 덕진구 인후동1가,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,48세,상해없음,보행자,남,12세,경상
2022011100100411,2022년 1월 11일 18시,화요일,전라북도 전주시 덕진구 송천동2가,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,58세,상해없음,승용,남,69세,경상
2022011100100468,2022년 1월 11일 19시,화요일,전라북도 전주시 덕진구 덕진동1가,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승합,남,58세,상해없음,승용,여,50세,경상
2022011100100499,2022년 1월 11일 20시,화요일,전라북도 전주시 덕진구 덕진동2가,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,34세,상해없음,승용,남,53세,경상
2022011200100083,2022년 1월 12일 08시,수요일,전라북도 전주시 덕진구 우아동3가,경상사고,0,0,1,0,차대차 - 정면충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,30세,상해없음,승용,여,39세,경상
2022011200100120,2022년 1월 12일 09시,수요일,전라북도 전주시 완산구 효자동1가,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,62세,상해없음,승합,남,53세,경상
2022011200100173,2022년 1월 12일 11시,수요일,전라북도 전주시 덕진구 인후동1가,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,61세,상해없음,보행자,여,47세,경상
2022011200100274,2022년 1월 12일 14시,수요일,전라북도 전주시 덕진구 덕진동2가,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,60세,상해없음,승용,남,37세,경상
2022011200100308,2022년 1월 12일 15시,수요일,전라북도 전주시 덕진구 인후동1가,중상사고,0,1,0,0,차대차 - 측면충돌,불법유턴,포장 - 건조,맑음,단일로 - 기타,화물,남,61세,상해없음,이륜,남,23세,중상
2022011200100384,2022년 1월 12일 17시,수요일,전라북도 전주시 완산구 효자동3가,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,59세,상해없음,승용,여,64세,경상
2022011200100385,2022년 1월 12일 17시,수요일,전라북도 전주시 덕진구 고랑동,중상사고,0,3,0,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,남,20세,상해없음,승용,남,51세,중상
2022011200100429,2022년 1월 12일 18시,수요일,전라북도 전주시 완산구 삼천동1가,중상사고,0,2,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,55세,상해없음,승용,여,45세,중상
2022011200100582,2022년 1월 12일 22시,수요일,전라북도 전주시 덕진구 덕진동1가,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,61세,상해없음,승용,남,28세,경상
2022011300100031,2022년 1월 13일 06시,목요일,전라북도 전주시 덕진구 덕진동1가,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,36세,상해없음,승합,남,48세,경상
2022011300100140,2022년 1월 13일 10시,목요일,전라북도 전주시 완산구 경원동3가,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,39세,상해없음,보행자,남,75세,경상
2022011300100424,2022년 1월 13일 18시,목요일,전라북도 전주시 완산구 중화산동2가,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,71세,상해없음,승용,남,28세,경상
2022011300100425,2022년 1월 13일 18시,목요일,전라북도 전주시 덕진구 전미동1가,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,41세,상해없음,승용,남,48세,경상
2022011400100004,2022년 1월 14일 00시,금요일,전라북도 전주시 완산구 효자동2가,중상사고,0,1,0,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,승용,남,28세,중상
2022011400100085,2022년 1월 14일 08시,금요일,전라북도 전주시 덕진구 덕진동1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,70세,상해없음,승용,여,64세,경상
2022011400100191,2022년 1월 14일 11시,금요일,전라북도 전주시 덕진구 중동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,45세,상해없음,보행자,남,10세,경상
2022011400100260,2022년 1월 14일 13시,금요일,전라북도 전주시 덕진구 금암동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,53세,상해없음,보행자,남,39세,중상
2022011400100291,2022년 1월 14일 14시,금요일,전라북도 전주시 완산구 중화산동1가,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,20세,상해없음,승용,남,45세,경상
2022011400100458,2022년 1월 14일 18시,금요일,전라북도 전주시 완산구 태평동,경상사고,0,0,1,0,차량단독 - 기타,기타,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승합,남,56세,상해없음,,,,
2022011400100622,2022년 1월 14일 21시,금요일,전라북도 전주시 덕진구 우아동3가,경상사고,0,0,1,0,차대차 - 후진중충돌,불법유턴,포장 - 건조,맑음,단일로 - 기타,화물,여,44세,상해없음,승용,남,28세,경상
2022011400100658,2022년 1월 14일 22시,금요일,전라북도 전주시 덕진구 진북동,중상사고,0,1,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,52세,상해없음,승용,여,32세,경상
2022011500100256,2022년 1월 15일 15시,토요일,전라북도 전주시 완산구 용복동,중상사고,0,2,1,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,흐림,기타 - 기타,승용,남,85세,상해없음,승용,여,74세,중상
2022011500100377,2022년 1월 15일 18시,토요일,전라북도 전주시 완산구 평화동2가,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,62세,상해없음,보행자,남,59세,중상
2022011600100141,2022년 1월 16일 13시,일요일,전라북도 전주시 완산구 중화산동2가,경상사고,0,0,3,0,차대차 - 추돌,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,75세,상해없음,승용,여,61세,경상
2022011600100142,2022년 1월 16일 13시,일요일,전라북도 전주시 완산구 평화동1가,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,56세,상해없음,보행자,남,84세,경상
2022011600100143,2022년 1월 16일 13시,일요일,전라북도 전주시 완산구 효자동3가,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,35세,경상,승용,남,49세,경상
2022011700100072,2022년 1월 17일 08시,월요일,전라북도 전주시 덕진구 만성동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,35세,상해없음,승용,남,41세,경상
2022011700100172,2022년 1월 17일 12시,월요일,전라북도 전주시 완산구 효자동2가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,60세,상해없음,이륜,남,37세,경상
2022011700100234,2022년 1월 17일 14시,월요일,전라북도 전주시 완산구 평화동1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,49세,상해없음,자전거,남,55세,경상
2022011700100235,2022년 1월 17일 14시,월요일,전라북도 전주시 완산구 서신동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,87세,상해없음,승용,남,39세,경상
2022011700100282,2022년 1월 17일 15시,월요일,전라북도 전주시 덕진구 덕진동2가,경상사고,0,0,1,0,차대차 - 측면충돌,기타,포장 - 젖음/습기,비,단일로 - 기타,승용,남,51세,상해없음,자전거,여,46세,경상
2022011700100392,2022년 1월 17일 18시,월요일,전라북도 전주시 완산구 중노송동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로안,승용,여,62세,상해없음,승용,여,33세,경상
2022011700100503,2022년 1월 17일 22시,월요일,전라북도 전주시 완산구 효자동3가,경상사고,0,0,2,0,차대차 - 후진중충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,46세,상해없음,승용,남,22세,경상
2022011800100183,2022년 1월 18일 11시,화요일,전라북도 전주시 완산구 중화산동2가,중상사고,0,1,2,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,63세,상해없음,화물,남,60세,중상
2022011800100253,2022년 1월 18일 13시,화요일,전라북도 전주시 덕진구 덕진동2가,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,67세,기타불명,승용,남,21세,경상
2022011800100462,2022년 1월 18일 18시,화요일,전라북도 전주시 덕진구 송천동2가,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,47세,상해없음,승용,여,43세,경상
2022011800100463,2022년 1월 18일 18시,화요일,전라북도 전주시 덕진구 진북동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,63세,상해없음,승용,남,30세,경상
2022011800100607,2022년 1월 18일 21시,화요일,전라북도 전주시 완산구 중화산동2가,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,68세,상해없음,승용,남,22세,경상
2022011900100475,2022년 1월 19일 22시,수요일,전라북도 전주시 덕진구 팔복동2가,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,30세,상해없음,승용,남,29세,경상
2022012000100156,2022년 1월 20일 11시,목요일,전라북도 전주시 덕진구 팔복동1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,68세,상해없음,화물,남,49세,경상
2022012100100049,2022년 1월 21일 06시,금요일,전라북도 전주시 완산구 중화산동2가,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,76세,상해없음,승용,남,50세,경상
2022012100100150,2022년 1월 21일 09시,금요일,전라북도 전주시 덕진구 인후동1가,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,56세,상해없음,,,,
2022012100100151,2022년 1월 21일 09시,금요일,전라북도 전주시 덕진구 인후동1가,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,41세,상해없음,보행자,남,63세,중상
2022012100100673,2022년 1월 21일 21시,금요일,전라북도 전주시 덕진구 송천동2가,경상사고,0,0,2,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,57세,상해없음,승용,남,35세,경상
2022012200100062,2022년 1월 22일 08시,토요일,전라북도 전주시 덕진구 진북동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,64세,상해없음,승용,남,52세,경상
2022012200100247,2022년 1월 22일 14시,토요일,전라북도 전주시 덕진구 우아동3가,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,52세,상해없음,승용,여,48세,경상
2022012200100367,2022년 1월 22일 18시,토요일,전라북도 전주시 완산구 삼천동1가,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,사륜오토바이(ATV),남,66세,경상,,,,
2022012200100403,2022년 1월 22일 19시,토요일,전라북도 전주시 완산구 서신동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,기타불명,기타불명,미분류,기타불명,승용,남,55세,경상
2022012200100437,2022년 1월 22일 20시,토요일,전라북도 전주시 완산구 효자동1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,흐림,단일로 - 기타,승용,남,66세,상해없음,이륜,남,22세,경상
2022012200100507,2022년 1월 22일 22시,토요일,전라북도 전주시 완산구 서완산동1가,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,42세,상해없음,승합,남,50세,경상
2022012200100508,2022년 1월 22일 22시,토요일,전라북도 전주시 완산구 삼천동1가,경상사고,0,0,5,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,65세,상해없음,승용,여,40세,경상
2022012300100125,2022년 1월 23일 13시,일요일,전라북도 전주시 덕진구 덕진동1가,경상사고,0,0,1,0,차대차 - 측면충돌,기타,포장 - 건조,맑음,교차로 - 교차로안,승용,여,27세,상해없음,이륜,남,21세,경상
2022012300100126,2022년 1월 23일 13시,일요일,전라북도 전주시 덕진구 인후동2가,경상사고,0,0,4,0,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,남,60세,상해없음,승용,여,40세,경상
2022012300100262,2022년 1월 23일 18시,일요일,전라북도 전주시 완산구 효자동2가,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,흐림,교차로 - 교차로부근,승용,여,63세,상해없음,승용,남,25세,경상
2022012400100133,2022년 1월 24일 09시,월요일,전라북도 전주시 덕진구 진북동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,67세,상해없음,승용,남,23세,경상
2022012400100134,2022년 1월 24일 09시,월요일,전라북도 전주시 덕진구 덕진동1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,70세,상해없음,승용,여,34세,경상
2022012400100239,2022년 1월 24일 12시,월요일,전라북도 전주시 완산구 효자동3가,중상사고,0,1,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,29세,상해없음,이륜,남,34세,중상
